ts,filtered_altitude_AGL,filtered_acceleration
-0.75,0.0551605224609375,0.019235610961914062
-0.74,0.0551605224609375,0.03847026824951172
-0.73,0.0551605224609375,0.03847026824951172
-0.72,-0.1128387451171875,0.03847026824951172
-0.71,-0.1128387451171875,-0.019235610961914062
-0.7,0.472991943359375,0.03847026824951172
-0.69,0.7259597778320312,0.04808807373046875
-0.68,0.7259597778320312,0.04808807373046875
-0.67,0.7259597778320312,0.04808807373046875
-0.66,0.7259597778320312,0.04808807373046875
-0.65,0.5513458251953125,0.04808807373046875
-0.64,0.5513458251953125,0.04808807373046875
-0.63,0.5513458251953125,0.04808807373046875
-0.62,0.472991943359375,0.04808807373046875
-0.61,0.5513458251953125,0.06732368469238281
-0.6,0.0478515625,0.06732368469238281
-0.59,0.0478515625,0.06732368469238281
-0.58,0.0478515625,0.03847026824951172
-0.57,0.0478515625,0.06732368469238281
-0.56,-0.119110107421875,0.06732368469238281
-0.55,-0.119110107421875,0.04808807373046875
-0.54,-0.20061492919921875,0.04808807373046875
-0.53,-0.20320892333984375,0.04808807373046875
-0.52,-0.20320892333984375,0.04808807373046875
-0.51,-0.20320892333984375,-0.019235610961914062
-0.5,-0.6229705810546875,0.04808807373046875
-0.49,-0.6229705810546875,0.05770587921142578
-0.48,-0.6229705810546875,0.05770587921142578
-0.47,-0.6229705810546875,0.05770587921142578
-0.46,-0.6229705810546875,0.05770587921142578
-0.45,-0.1143035888671875,0.019235610961914062
-0.44,-0.1143035888671875,0.05770587921142578
-0.43,-0.19336700439453125,0.019235610961914062
-0.42,-0.36286163330078125,0.05770587921142578
-0.41,-0.19336700439453125,0.019235610961914062
-0.4,-0.19336700439453125,0.019235610961914062
-0.39,-0.19336700439453125,0.009617805480957031
-0.38,-0.19336700439453125,0.019235610961914062
-0.37,0.306976318359375,0.019235610961914062
-0.36,-0.19336700439453125,0.019235610961914062
-0.35,-0.19336700439453125,0.019235610961914062
-0.34,0.306976318359375,0.019235610961914062
-0.33,0.306976318359375,0.019235610961914062
-0.32,0.306976318359375,0.019235610961914062
-0.31,-0.194671630859375,0.019235610961914062
-0.3,0.5562820434570312,0.019235610961914062
-0.29,0.5562820434570312,0.019235610961914062
-0.28,-0.19937896728515625,0.019235610961914062
-0.27,-0.19937896728515625,0.019235610961914062
-0.26,-0.19937896728515625,0.019235610961914062
-0.25,-0.19937896728515625,0.019235610961914062
-0.24,-0.19937896728515625,0.019235610961914062
-0.23,-0.7937088012695312,0.019235610961914062
-0.22,-0.7937088012695312,0.028853416442871094
-0.21,-0.7937088012695312,0.03847026824951172
-0.2,-0.7937088012695312,0.03847026824951172
-0.19,-0.7003402709960938,0.03847026824951172
-0.18,-0.6198272705078125,0.03847026824951172
-0.17,-0.20111846923828125,0.03847026824951172
-0.16,-0.5382537841796875,0.028853416442871094
-0.15,-0.20111846923828125,0.028853416442871094
-0.14,-0.11351776123046875,0.03847026824951172
-0.13,-0.11351776123046875,0.04808807373046875
-0.12,0.05088043212890625,0.10579395294189453
-0.11,0.05088043212890625,0.20197010040283203
-0.1,0.05088043212890625,0.2500591278076172
-0.09,-0.20111846923828125,3.5777645111083984
-0.08,0.05088043212890625,8.146147727966309
-0.07,0.05088043212890625,14.455323219299316
-0.06,0.39109039306640625,21.668560028076172
-0.05,0.2976531982421875,26.179237365722656
-0.04,0.39109039306640625,30.391765594482422
-0.03,0.39109039306640625,30.43023681640625
-0.02,0.72503662109375,30.536029815673828
-0.01,1.7107009887695312,30.584117889404297
0.0,1.7107009887695312,30.593734741210938
0.01,1.7141265869140625,33.92144012451172
0.02,1.7141265869140625,35.979618072509766
0.03,1.7107009887695312,38.730262756347656
0.04,1.7107009887695312,42.04835510253906
0.05,0.6167755126953125,45.15485382080078
0.06,0.6167755126953125,50.14641189575195
0.07,0.6167755126953125,59.01388168334961
0.08,0.6167755126953125,60.0045051574707
0.09,1.2033767700195312,60.70658493041992
0.1,1.2033767700195312,60.71620559692383
0.11,1.9590835571289062,60.71620559692383
0.12,2.4637603759765625,60.71620559692383
0.13,2.4637603759765625,60.71620559692383
0.14,2.7174224853515625,61.562564849853516
0.15,2.7174224853515625,61.562564849853516
0.16,3.6422348022460938,61.562564849853516
0.17,3.8087005615234375,61.562564849853516
0.18,3.8087005615234375,61.562564849853516
0.19,2.7174224853515625,61.562564849853516
0.2,2.7174224853515625,61.80300521850586
0.21,2.7174224853515625,61.80300521850586
0.22,2.7174224853515625,62.24541091918945
0.23,2.0436248779296875,62.72629928588867
0.24,2.0436248779296875,62.6685905456543
0.25,2.0436248779296875,62.6685905456543
0.26,2.0436248779296875,62.72629928588867
0.27,2.3818511962890625,65.06338500976562
0.28,3.137542724609375,65.06338500976562
0.29,4.313377380371094,65.06338500976562
0.3,4.313377380371094,65.06338500976562
0.31,4.3979339599609375,65.06338500976562
0.32,4.482490539550781,65.06338500976562
0.33,5.491859436035156,65.22689056396484
0.34,5.491859436035156,65.22689056396484
0.35,6.4985809326171875,64.39015197753906
0.36,6.4985809326171875,64.39015197753906
0.37,6.4985809326171875,65.22689056396484
0.38,6.4985809326171875,65.22689056396484
0.39,7.003265380859375,65.22689056396484
0.4,7.003265380859375,63.83232498168945
0.41,7.003265380859375,63.40914535522461
0.42,6.921348571777344,63.399532318115234
0.43,7.003265380859375,62.6685905456543
0.44,7.003265380859375,62.34159469604492
0.45,7.003265380859375,62.25503158569336
0.46,7.003265380859375,62.15885543823242
0.47,8.60186767578125,62.15885543823242
0.48,9.106544494628906,62.0434455871582
0.49,9.275657653808594,61.05282974243164
0.5,10.031364440917969,60.23532485961914
0.51,10.031364440917969,59.03312301635742
0.52,10.200469970703125,59.03312301635742
0.53,10.285026550292969,59.03312301635742
0.54,10.536041259765625,59.03312301635742
0.55,10.620597839355469,59.6775016784668
0.56,10.620597839355469,60.23532485961914
0.57,10.536041259765625,61.4471549987793
0.58,10.536041259765625,61.93764877319336
0.59,10.366935729980469,62.062679290771484
0.6,10.366935729980469,62.90903091430664
0.61,10.366935729980469,62.91865158081055
0.62,10.031364440917969,62.97636032104492
0.63,10.031364440917969,63.11100387573242
0.64,10.031364440917969,63.11100387573242
0.65,10.366935729980469,63.22641372680664
0.66,10.536041259765625,63.22641372680664
0.67,10.536041259765625,63.22641372680664
0.68,10.536041259765625,63.3033561706543
0.69,11.040725708007812,63.3033561706543
0.7,11.125282287597656,63.3033561706543
0.71,11.2098388671875,63.332210540771484
0.72,11.2098388671875,63.332210540771484
0.73,11.2098388671875,63.332210540771484
0.74,11.2098388671875,63.332210540771484
0.75,11.545417785644531,63.332210540771484
0.76,11.629966735839844,63.38029098510742
0.77,12.303756713867188,63.38029098510742
0.78,12.470222473144531,63.38029098510742
0.79,12.554779052734375,63.38029098510742
0.8,14.068824768066406,63.37068557739258
0.81,14.068824768066406,63.32258987426758
0.82,14.658058166503906,63.31296920776367
0.83,14.658058166503906,63.31296920776367
0.84,14.658058166503906,63.29373550415039
0.85,14.827171325683594,63.24564743041992
