ts,voltage
-0.38,8.265
0.62,8.256
1.62,8.281
2.62,8.323
3.62,8.281
4.62,8.323
5.62,8.306
6.62,8.331
7.62,8.314
8.62,8.323
9.62,8.29
10.62,8.364
11.62,8.356
12.62,8.347
13.62,8.331
14.62,8.339
15.62,8.356
16.62,8.347
17.62,8.306
18.62,8.389
19.62,8.364
20.62,8.339
21.62,8.331
22.62,8.29
23.62,8.331
24.62,8.339
