ts,height,velocity,acceleration
-0.75,-0.18957248330116272,-0.08032748103141785,0.007605317980051041
-0.74,-0.18534612655639648,-0.07485712319612503,0.026920977979898453
-0.73,-0.18115273118019104,-0.0694766491651535,0.02700056880712509
-0.72,-0.18043294548988342,-0.06774463504552841,0.027023334056138992
-0.71,-0.17971377074718475,-0.06660501658916473,-0.030660022050142288
-0.7,-0.16699813306331635,-0.05249210447072983,0.02726140432059765
-0.69,-0.1492236703634262,-0.03319381922483444,0.03717397153377533
-0.68,-0.13162416219711304,-0.014273246750235558,0.03746280446648598
-0.67,-0.11419973522424698,0.004273338243365288,0.03774576634168625
-0.66,-0.09695043414831161,0.022449664771556854,0.03802292421460152
-0.65,-0.0834522470831871,0.0365600511431694,0.038236722350120544
-0.64,-0.07009226083755493,0.05038360878825188,0.03844602406024933
-0.63,-0.05687045678496361,0.06392328441143036,0.03865087032318115
-0.62,-0.045391395688056946,0.07552200555801392,0.03882545977830887
-0.61,-0.03242824226617813,0.08872916549444199,0.058257684111595154
-0.6,-0.029912220314145088,0.09099370986223221,0.05828387662768364
-0.59,-0.02742554247379303,0.09320472925901413,0.05830922722816467
-0.58,-0.024969544261693954,0.09507434815168381,0.029480338096618652
-0.57,-0.022544115781784058,0.09718028455972672,0.058357466012239456
-0.56,-0.023566927760839462,0.09569733589887619,0.05832528695464134
-0.55,-0.024584263563156128,0.09404372423887253,0.039057839661836624
-0.54,-0.02726609632372856,0.0906849130988121,0.03899945318698883
-0.53,-0.029979033395648003,0.08732808381319046,0.03894111141562462
-0.52,-0.032669298350811005,0.08402886241674423,0.03888367488980293
-0.51,-0.0353400856256485,0.08011359721422195,-0.028496548533439636
-0.5,-0.0465875118970871,0.06803517788648605,0.038633011281490326
-0.49,-0.05772244930267334,0.056291840970516205,0.04806044325232506
-0.48,-0.06874439120292664,0.04478498920798302,0.04787378013134003
-0.47,-0.07965334504842758,0.03351222351193428,0.04769079014658928
-0.46,-0.09044931828975677,0.02247113548219204,0.04751143977046013
-0.45,-0.09071727842092514,0.02205139398574829,0.009033226408064365
-0.44,-0.09098197519779205,0.022022001445293427,0.04749564081430435
-0.43,-0.092862568795681,0.019938426092267036,0.008991521783173084
-0.42,-0.09819424152374268,0.014688505791127682,0.04737265035510063
-0.41,-0.09999895840883255,0.012758055701851845,0.008870935998857021
-0.4,-0.10178563743829727,0.010865936055779457,0.008840091526508331
-0.39,-0.10355473309755325,0.008915592916309834,-0.0008079623803496361
-0.38,-0.1053062379360199,0.007099009584635496,0.00878018420189619
-0.37,-0.09679315984249115,0.015920013189315796,0.008916173130273819
-0.36,-0.09861451387405396,0.01395975612103939,0.008884260430932045
-0.35,-0.10041777044534683,0.012038183398544788,0.00885295495390892
-0.34,-0.09195642173290253,0.02075529843568802,0.008987314999103546
-0.33,-0.08358296006917953,0.029292646795511246,0.009118854999542236
-0.32,-0.07529734075069427,0.03765209764242172,0.009247604757547379
-0.31,-0.07737273722887039,0.03520749509334564,0.009208098985254765
-0.3,-0.0640508309006691,0.048716865479946136,0.009417026303708553
-0.29,-0.0508694127202034,0.06194321811199188,0.00962151400744915
-0.28,-0.053303513675928116,0.05887993797659874,0.009572315961122513
-0.27,-0.05571777746081352,0.05586838722229004,0.009523930959403515
-0.26,-0.058112096041440964,0.05290813744068146,0.009476352483034134
-0.25,-0.060486383736133575,0.04999876767396927,0.009429574012756348
-0.24,-0.0628405511379242,0.04713984951376915,0.00938358809798956
-0.23,-0.07734575867652893,0.03173934295773506,0.009142317809164524
-0.22,-0.09170430898666382,0.016743168234825134,0.0185236893594265
-0.21,-0.10591524839401245,0.0021481672301888466,0.027908893302083015
-0.2,-0.11997813731431961,-0.012144983746111393,0.027681980282068253
-0.19,-0.13198095560073853,-0.024161307141184807,0.027490558102726936
-0.18,-0.1422068476676941,-0.03421693667769432,0.027329696342349052
-0.17,-0.14374712109565735,-0.03518453240394592,0.02731037512421608
-0.16,-0.15216997265815735,-0.043358270078897476,0.017563490197062492
-0.15,-0.15359622240066528,-0.04421050101518631,0.01754748448729515
-0.14,-0.1532071828842163,-0.0430804081261158,0.027177702635526657
-0.13,-0.152814581990242,-0.04186249524354935,0.036808744072914124
-0.12,-0.14904853701591492,-0.03659305348992348,0.0945819616317749
-0.11,-0.14530329406261444,-0.03044218197464943,0.19082418084144592
-0.1,-0.14157213270664215,-0.023890458047389984,0.23897802829742432
-0.09,-0.14285090565681458,0.010516095906496048,3.5666637420654297
-0.08,-0.13838206231594086,0.09596015512943268,8.135110855102539
-0.07,-0.1328587830066681,0.24437713623046875,14.444348335266113
-0.06,-0.11867441982030869,0.4719787836074829,21.657756805419922
-0.05,-0.10424371063709259,0.7423557639122009,26.168569564819336
-0.04,-0.08534031361341476,1.0564714670181274,30.381258010864258
-0.03,-0.06374531984329224,1.3705065250396729,30.41988182067871
-0.02,-0.0326724648475647,1.6921519041061401,30.525930404663086
-0.01,0.02110237255692482,2.0344367027282715,30.574586868286133
0.0,0.07712920755147934,2.3756115436553955,30.584754943847656
0.01,0.10276000946760178,2.714737892150879,33.91246032714844
0.02,0.13188178837299347,3.0744481086730957,35.970638275146484
0.03,0.16473422944545746,3.4616663455963135,38.721282958984375
0.04,0.20162077248096466,3.8820674419403076,42.03937530517578
0.05,0.24274039268493652,4.333528518676758,45.1458740234375
0.06,0.28861916065216064,4.83490514755249,50.13743209838867
0.07,0.339949369430542,5.424956798553467,59.00490188598633
0.08,0.39722326397895813,6.024914741516113,59.99552536010742
0.09,0.46059051156044006,6.631899833679199,60.69760513305664
