ts,Ax,Ay,Az,Gx,Gy,Gz,T,P,velocity,q0_estimated,q1_estimated,q2_estimated,q3_estimated,filtered_altitude_AGL,filtered_acceleration,latitude,longitude,satellites
-0.75,,,,,,,,,-0.015,-5.157,7.835,-3.413,-0.594,-0.59,0.048,,,
-0.745,0.0649,-0.5049,0.0132,-0.5602,0.6303,0.4202,39.2,100072.0,,,,,,,,,,
-0.74,,,,,,,,,-0.025,-5.156,7.835,-3.413,-0.594,-0.59,0.048,,,
-0.735,0.0664,-0.5044,0.0142,-0.6303,0.6303,0.4202,39.2,100101.0,,,,,,,,,,
-0.73,,,,,,,,,-0.033,-5.156,7.835,-3.413,-0.594,-0.5,0.048,,,
-0.725,0.063,-0.5059,0.0127,-0.5602,0.5602,0.4202,39.2,100085.0,,,,,,,,,,
-0.72,,,,,,,,,-0.04,-5.156,7.836,-3.413,-0.594,-0.5,0.048,,,
-0.715,0.063,-0.5034,0.0112,-0.6303,0.7003,0.4902,39.2,100114.0,,,,,,,,,,
-0.71,,,,,,,,,-0.046,-5.155,7.836,-3.413,-0.594,-0.42,0.048,,,
-0.705,0.0635,-0.5044,0.0122,-0.5602,0.5602,0.4902,39.2,100114.0,,,,,,,,,,
-0.7,,,,,,,,,-0.053,-5.155,7.836,-3.414,-0.594,-0.5,0.048,,,
-0.695,0.0649,-0.5054,0.0107,-0.5602,0.6303,0.4202,39.2,100106.0,,,,,,,,,,
-0.69,,,,,,,,,-0.071,-5.155,7.836,-3.414,-0.594,-1.0,0.048,,,
-0.685,0.062,-0.5059,0.0103,-0.6303,0.7003,0.4202,39.2,100098.0,,,,,,,,,,
-0.68,,,,,,,,,-0.097,-5.154,7.836,-3.414,-0.594,-1.41,0.048,,,
-0.675,0.064,-0.5059,0.0078,-0.4202,0.4902,0.4202,39.2,100075.0,,,,,,,,,,
-0.67,,,,,,,,,-0.114,-5.154,7.836,-3.414,-0.594,-1.0,0.057,,,
-0.665,0.0649,-0.5039,0.0112,-0.5602,0.5602,0.4902,39.2,100116.0,,,,,,,,,,
-0.66,,,,,,,,,-0.125,-5.154,7.837,-3.414,-0.594,-0.74,0.057,,,
-0.655,0.0635,-0.5039,0.0127,-0.5602,0.4902,0.4202,39.2,100074.0,,,,,,,,,,
-0.65,,,,,,,,,-0.141,-5.154,7.837,-3.414,-0.594,-1.0,0.057,,,
-0.645,0.0645,-0.5044,0.0112,-0.5602,0.4202,0.4902,39.2,100094.0,,,,,,,,,,
-0.64,,,,,,,,,-0.157,-5.153,7.837,-3.414,-0.594,-1.0,0.048,,,
-0.635,0.0649,-0.5044,0.0137,-0.5602,0.5602,0.4902,39.2,100071.0,,,,,,,,,,
-0.63,,,,,,,,,-0.167,-5.153,7.837,-3.414,-0.594,-0.74,0.048,39.3900032043457,-8.289538383483887,12.0
-0.625,0.0659,-0.5039,0.0142,-0.5602,0.6303,0.4202,39.2,100073.0,,,,,,,,,,
-0.62,,,,,,,,,-0.176,-5.153,7.837,-3.414,-0.594,-0.74,0.048,,,
-0.615,0.064,-0.5034,0.0137,-0.5602,0.6303,0.4902,39.2,100125.0,,,,,,,,,,
-0.61,,,,,,,,,-0.179,-5.152,7.837,-3.414,-0.594,-0.4,0.048,,,
-0.605,0.063,-0.5024,0.0127,-0.5602,0.7003,0.4902,39.2,100091.0,,,,,,,,,,
-0.6,,,,,,,,,-0.181,-5.152,7.837,-3.415,-0.594,-0.4,0.048,,,
-0.595,0.063,-0.5034,0.0127,-0.4902,0.6303,0.4902,39.2,100099.0,,,,,,,,,,
-0.59,,,,,,,,,-0.178,-5.152,7.838,-3.415,-0.594,-0.15,0.038,,,
-0.585,0.0625,-0.5054,0.0117,-0.4902,0.9804,0.4902,39.2,100085.0,,,,,,,,,,
-0.58,,,,,,,,,-0.175,-5.152,7.838,-3.415,-0.594,-0.15,0.038,,,
-0.575,0.063,-0.5029,0.0103,-0.4202,0.7703,0.4902,39.2,100095.0,,,,,,,,,,
-0.57,,,,,,,,,-0.172,-5.151,7.838,-3.415,-0.594,-0.15,0.038,,,
-0.565,0.062,-0.5049,0.0117,-0.6303,0.7003,0.4202,39.2,100071.0,,,,,,,,,,
-0.56,,,,,,,,,-0.168,-5.151,7.838,-3.415,-0.594,-0.15,0.038,,,
-0.555,0.0659,-0.5044,0.0117,-0.5602,0.4902,0.4202,39.2,100109.0,,,,,,,,,,
-0.55,,,,,,,,,-0.165,-5.151,7.838,-3.416,-0.594,-0.15,0.038,,,
-0.545,0.0649,-0.5059,0.0098,-0.6303,0.4202,0.4202,39.2,100083.0,,,,,,,,,,
-0.54,,,,,,,,,-0.162,-5.15,7.838,-3.416,-0.594,-0.15,0.038,,,
-0.535,0.0645,-0.5029,0.0127,-0.6303,0.4202,0.4202,39.2,100072.0,,,,,,,,,,
-0.53,,,,,,,,,-0.16,-5.15,7.838,-3.416,-0.594,-0.15,0.038,,,
-0.525,0.064,-0.5059,0.0137,-0.6303,0.4202,0.4202,39.2,100099.0,,,,,,,,,,
-0.52,,,,,,,,,-0.157,-5.15,7.839,-3.416,-0.594,-0.15,0.029,,,
-0.515,0.0645,-0.5044,0.0127,-0.6303,0.5602,0.4202,39.2,100079.0,,,,,,,,,,
-0.51,,,,,,,,,-0.154,-5.149,7.839,-3.416,-0.594,-0.15,0.048,,,
-0.505,0.064,-0.5034,0.0132,-0.5602,0.5602,0.4202,39.2,100080.0,,,,,,,,,,
-0.5,,,,,,,,,-0.14,-5.149,7.839,-3.416,-0.594,0.36,0.048,,,
-0.495,0.0635,-0.5049,0.0142,-0.5602,0.5602,0.4902,39.2,100109.0,,,,,,,,,,
-0.49,,,,,,,,,-0.123,-5.149,7.839,-3.416,-0.594,0.53,0.048,,,
-0.485,0.0625,-0.502,0.0137,-0.6303,0.5602,0.4902,39.2,100070.0,,,,,,,,,,
-0.48,,,,,,,,,-0.106,-5.148,7.839,-3.416,-0.594,0.53,0.048,,,
-0.475,0.0625,-0.5044,0.0117,-0.6303,0.8403,0.4902,39.2,100101.0,,,,,,,,,,
-0.47,,,,,,,,,-0.085,-5.148,7.84,-3.416,-0.594,0.77,0.048,,,
-0.465,0.0615,-0.5044,0.0137,-0.6303,0.7703,0.4202,39.2,100069.0,,,,,,,,,,
-0.46,,,,,,,,,-0.069,-5.148,7.84,-3.416,-0.594,0.53,0.048,,,
-0.455,0.064,-0.5044,0.0122,-0.6303,0.7703,0.4902,39.2,100089.0,,,,,,,,,,
-0.45,,,,,,,,,-0.048,-5.147,7.84,-3.416,-0.594,0.77,0.048,,,
-0.445,0.0645,-0.5049,0.0112,-0.5602,0.7003,0.4202,39.2,100104.0,,,,,,,,,,
-0.44,,,,,,,,,-0.027,-5.147,7.84,-3.416,-0.594,0.77,0.048,,,
-0.435,0.0615,-0.5039,0.0117,-0.6303,0.5602,0.4202,39.2,100109.0,,,,,,,,,,
-0.43,,,,,,,,,-0.023,-5.147,7.84,-3.417,-0.594,0.02,0.048,39.3900032043457,-8.289538383483887,12.0
-0.425,0.0645,-0.5059,0.0127,-0.7003,0.5602,0.4202,39.2,100110.0,,,,,,,,,,
-0.42,,,,,,,,,-0.02,-5.146,7.84,-3.417,-0.594,0.02,0.048,,,
-0.415,0.0645,-0.5029,0.0117,-0.5602,0.4902,0.4202,39.2,100091.0,,,,,,,,,,
-0.41,,,,,,,,,-0.037,-5.146,7.841,-3.417,-0.594,-0.99,0.048,,,
-0.405,0.064,-0.5044,0.0122,-0.6303,0.5602,0.4202,39.2,100081.0,,,,,,,,,,
-0.4,,,,,,,,,-0.054,-5.146,7.841,-3.417,-0.594,-0.99,0.048,,,
-0.395,0.064,-0.5039,0.0127,-0.4902,0.4202,0.4202,39.2,100106.0,,,,,,,,,,
-0.39,,,,,,,,,-0.053,-5.145,7.841,-3.417,-0.594,-0.14,0.048,,,
-0.385,0.0625,-0.5049,0.0117,-0.5602,0.4202,0.4202,39.2,100097.0,,,,,,,,,,
-0.38,,,,,,,,,-0.07,-5.145,7.841,-3.417,-0.594,-0.99,0.048,,,
-0.375,0.0645,-0.5029,0.0142,-0.5602,0.4202,0.4202,39.2,100093.0,,,,,,,,,,
-0.37,,,,,,,,,-0.079,-5.145,7.841,-3.417,-0.594,-0.65,0.048,,,
-0.365,0.063,-0.5054,0.0117,-0.7003,0.6303,0.4902,39.2,100109.0,,,,,,,,,,
-0.36,,,,,,,,,-0.088,-5.145,7.841,-3.417,-0.595,-0.65,0.048,,,
-0.355,0.0649,-0.5044,0.0117,-0.6303,0.7703,0.4902,39.2,100096.0,,,,,,,,,,
-0.35,,,,,,,,,-0.109,-5.144,7.842,-3.417,-0.595,-1.24,0.048,,,
-0.345,0.063,-0.5039,0.0137,-0.6303,0.8403,0.4902,39.2,100077.0,,,,,,,,,,
-0.34,,,,,,,,,-0.117,-5.144,7.842,-3.417,-0.594,-0.65,0.048,,,
-0.335,0.0625,-0.5054,0.0132,-0.6303,0.9104,0.4202,39.2,100071.0,,,,,,,,,,
-0.33,,,,,,,,,-0.123,-5.143,7.842,-3.417,-0.594,-0.56,0.048,,,
-0.325,0.0625,-0.5029,0.0122,-0.5602,0.7703,0.4902,39.2,100084.0,,,,,,,,,,
-0.32,,,,,,,,,-0.124,-5.143,7.842,-3.418,-0.594,-0.31,0.048,,,
-0.315,0.0635,-0.5039,0.0137,-0.6303,0.8403,0.4202,39.2,100090.0,,,,,,,,,,
-0.31,,,,,,,,,-0.125,-5.143,7.842,-3.418,-0.594,-0.31,0.048,,,
-0.305,0.063,-0.5034,0.0112,-0.6303,0.7003,0.4202,39.2,100078.0,,,,,,,,,,
-0.3,,,,,,,,,-0.125,-5.142,7.843,-3.418,-0.594,-0.31,0.038,,,
-0.295,0.063,-0.5054,0.0088,-0.6303,0.7003,0.4902,39.2,100087.0,,,,,,,,,,
-0.29,,,,,,,,,-0.121,-5.142,7.843,-3.418,-0.594,-0.06,0.038,,,
-0.285,0.0645,-0.5054,0.0107,-0.5602,0.7703,0.4202,39.2,100089.0,,,,,,,,,,
-0.28,,,,,,,,,-0.111,-5.141,7.843,-3.418,-0.594,0.19,0.038,,,
-0.275,0.0674,-0.5034,0.0103,-0.6303,0.4202,0.4202,39.2,100127.0,,,,,,,,,,
-0.27,,,,,,,,,-0.101,-5.141,7.843,-3.418,-0.594,0.19,0.048,,,
-0.265,0.0625,-0.5093,0.0146,-0.7003,0.4902,0.4202,39.2,100100.0,,,,,,,,,,
-0.26,,,,,,,,,-0.092,-5.141,7.843,-3.418,-0.594,0.19,0.038,,,
-0.255,0.0664,-0.5044,0.0146,-0.7003,0.5602,0.4202,39.2,100087.0,,,,,,,,,,
-0.25,,,,,,,,,-0.083,-5.14,7.844,-3.418,-0.594,0.19,0.038,,,
-0.245,0.0635,-0.5068,0.0112,-0.7003,0.5602,0.4202,39.2,100099.0,,,,,,,,,,
-0.24,,,,,,,,,-0.073,-5.14,7.844,-3.418,-0.594,0.19,0.048,,,
-0.235,0.0654,-0.5024,0.0142,-0.7703,0.7703,0.3501,39.2,100090.0,,,,,,,,,,
-0.23,,,,,,,,,-0.068,-5.14,7.844,-3.418,-0.594,0.03,0.048,39.3900032043457,-8.289538383483887,12.0
-0.225,0.0591,-0.5073,0.021,-0.7703,1.0504,0.4202,39.2,100092.0,,,,,,,,,,
-0.22,,,,,,,,,-0.064,-5.139,7.844,-3.419,-0.594,-0.05,0.048,,,
-0.215,0.0659,-0.5024,0.0103,-0.7003,0.9804,0.3501,39.2,100086.0,,,,,,,,,,
-0.21,,,,,,,,,-0.06,-5.139,7.845,-3.419,-0.594,-0.05,0.067,,,
-0.205,0.0605,-0.5293,0.0142,-0.6303,1.4706,0.4902,39.2,100100.0,,,,,,,,,,
-0.2,,,,,,,,,-0.056,-5.138,7.845,-3.419,-0.593,-0.05,0.067,,,
-0.195,0.0869,-0.5303,0.0186,-0.5602,1.7507,0.2101,39.2,100092.0,,,,,,,,,,
-0.19,,,,,,,,,-0.056,-5.137,7.845,-3.42,-0.593,-0.22,0.067,,,
-0.185,0.0776,-0.5532,0.0054,-0.07,0.2801,0.2801,39.2,100093.0,,,,,,,,,,
-0.18,,,,,,,,,-0.055,-5.137,7.845,-3.42,-0.592,-0.22,0.095,,,
-0.175,0.084,-0.5557,0.0122,-0.2101,-0.4202,0.1401,39.2,100052.0,,,,,,,,,,
-0.17,,,,,,,,,-0.055,-5.137,7.845,-3.42,-0.592,-0.22,0.105,,,
-0.165,0.043,-0.6377,0.0312,-0.5602,-0.7703,0.6303,39.2,100118.0,,,,,,,,,,
-0.16,,,,,,,,,-0.054,-5.137,7.845,-3.419,-0.593,-0.22,0.105,,,
-0.155,0.0576,-0.772,0.0034,-0.6303,-2.451,0.0,39.2,100097.0,,,,,,,,,,
-0.15,,,,,,,,,-0.049,-5.137,7.845,-3.419,-0.594,-0.22,0.534,,,
-0.145,0.0693,-0.918,-0.0195,-1.1204,-3.5714,-0.1401,39.2,100161.0,,,,,,,,,,
-0.14,,,,,,,,,-0.044,-5.138,7.846,-3.417,-0.595,-0.22,0.553,,,
-0.135,0.0928,-1.1187,0.0708,2.2409,-1.1905,-0.9804,39.1,99993.0,,,,,,,,,,
-0.13,,,,,,,,,-0.036,-5.138,7.846,-3.415,-0.598,-0.3,1.002,,,
-0.125,0.0991,-1.3149,0.0552,0.2801,5.6022,0.3501,39.2,100083.0,,,,,,,,,,
-0.12,,,,,,,,,-0.028,-5.141,7.845,-3.414,-0.598,-0.3,1.05,,,
-0.115,0.0947,-1.4478,0.0269,1.9608,5.1821,0.4202,39.2,100123.0,,,,,,,,,,
-0.11,,,,,,,,,-0.003,-5.139,7.845,-3.416,-0.594,-0.3,2.653,,,
-0.105,0.0947,-1.584,0.022,-0.4202,3.3613,1.6807,39.2,100044.0,,,,,,,,,,
-0.1,,,,,,,,,0.048,-5.14,7.844,-3.418,-0.59,-0.3,5.277,,,
-0.095,-0.0664,-1.7129,-0.0054,-1.4706,3.4314,4.2017,39.2,100055.0,,,,,,,,,,
-0.09,,,,,,,,,0.127,-5.138,7.844,-3.42,-0.589,-0.3,8.13,,,
-0.085,0.0449,-1.8486,-0.0479,-1.6807,7.0028,0.2801,39.2,100112.0,,,,,,,,,,
-0.08,,,,,,,,,0.263,-5.136,7.844,-3.424,-0.589,0.54,12.053,,,
-0.075,0.0742,-1.9854,0.0264,-0.2801,7.6331,0.4202,39.2,99995.0,,,,,,,,,,
-0.07,,,,,,,,,0.413,-5.133,7.845,-3.427,-0.585,-0.64,15.889,,,
-0.065,0.0815,-2.4956,0.0078,-1.1204,12.7451,1.4006,39.2,100066.0,,,,,,,,,,
-0.06,,,,,,,,,0.613,-5.131,7.845,-3.43,-0.58,0.54,18.484,,,
-0.055,0.1152,-2.8076,0.0327,0.4902,15.8263,0.4902,39.2,100081.0,,,,,,,,,,
-0.05,,,,,,,,,0.869,-5.127,7.846,-3.436,-0.572,1.94,21.147,,,
-0.045,0.1392,-1.6348,0.2334,-0.4902,11.7647,-1.1905,39.2,100143.0,,,,,,,,,,
-0.04,,,,,,,,,1.15,-5.123,7.847,-3.443,-0.562,1.94,23.666,,,
-0.035,-0.0557,-2.4595,-0.1382,-2.521,13.7955,3.7115,39.2,100063.0,,,,,,,,,,
-0.03,,,,,,,,,1.402,-5.119,7.848,-3.447,-0.553,0.68,23.666,,,
-0.025,0.1035,-2.6138,-0.019,0.3501,17.0868,-0.2801,39.2,100078.0,,,,,,,,,,
-0.02,,,,,,,,,1.707,-5.113,7.848,-3.456,-0.546,1.94,26.319,,,
-0.015,0.0415,-2.73,0.0396,-0.6303,16.8067,1.4006,39.2,100066.0,,,,,,,,,,
-0.01,,,,,,,,,2.037,-5.109,7.849,-3.463,-0.534,1.94,28.991,,,
-0.005,0.0811,-2.8096,0.0337,-1.2605,20.7983,1.1204,39.2,100135.0,,,,,,,,,,
0.0,,,,,,,,,2.459,-5.104,7.85,-3.471,-0.524,1.94,38.257,,,
0.005,0.1328,-2.8745,0.0024,-1.5406,22.8291,0.5602,39.2,100071.0,,,,,,,,,,
0.01,,,,,,,,,2.848,9.999,0.0,0.017,0.0,0.93,38.963,,,
0.015,0.0356,-2.9419,0.0361,-0.7703,24.2297,1.9608,39.2,100062.0,,,,,,,,,,
0.02,,,,,,,,,3.261,9.999,-0.002,0.037,0.0,1.53,41.273,,,
0.025,0.0825,-2.9688,0.0205,-2.1008,27.591,0.6303,39.2,100016.0,,,,,,,,,,
0.03,,,,,,,,,3.696,9.999,-0.002,0.058,0.002,1.53,43.544,,,
0.035,0.0669,-3.0347,0.0195,-1.5406,28.2913,1.1905,39.2,100206.0,,,,,,,,,,
0.04,,,,,,,,,4.146,9.999,-0.004,0.081,0.002,1.53,45.061,,,
0.045,0.1006,-3.064,-0.0288,-2.2409,32.7031,1.1204,39.2,100206.0,,,,,,,,,,
0.05,,,,,,,,,4.596,9.999,-0.005,0.106,0.003,1.53,45.099,,,
0.055,0.0576,-3.1265,0.0815,-0.5602,33.1232,1.7507,39.2,100058.0,,,,,,,,,,
0.06,,,,,,,,,5.06,9.999,-0.007,0.134,0.003,1.53,46.368,,,
0.065,0.1201,-3.1396,0.0469,-0.4902,32.0728,0.7003,39.2,100338.0,,,,,,,,,,
0.07,,,,,,,,,5.536,9.998,-0.007,0.162,0.004,1.53,47.685,,,
0.075,0.0571,-3.1826,-0.002,-0.9804,30.4622,1.1204,39.2,100125.0,,,,,,,,,,
0.08,,,,,,,,,6.018,9.998,-0.007,0.19,0.005,1.53,48.21,,,
0.085,0.1206,-3.2085,0.0342,-1.6807,34.6639,1.1905,39.2,99964.0,,,,,,,,,,
0.09,,,,,,,,,6.512,9.997,-0.008,0.216,0.005,-3.01,49.499,,,
0.095,0.269,-3.2148,0.0903,-0.7703,31.0924,1.0504,39.2,100100.0,,,,,,,,,,
0.1,,,,,,,,,7.013,9.996,-0.009,0.246,0.006,1.53,50.071,,,
0.105,-0.0259,-3.3018,0.0479,-1.3305,25.9804,3.6415,39.2,100054.0,,,,,,,,,,
0.11,,,,,,,,,7.525,9.996,-0.01,0.273,0.006,-0.91,51.293,,,
0.115,0.1221,-3.292,-0.0479,-2.8711,29.6919,0.9104,39.2,100152.0,,,,,,,,,,
0.12,,,,,,,,,8.04,9.995,-0.011,0.295,0.009,-0.91,51.55,,,
0.125,0.1211,-3.3232,0.0225,-2.6611,32.8431,2.1709,39.2,100096.0,,,,,,,,,,
0.13,,,,,,,,,8.564,9.994,-0.013,0.321,0.01,-3.01,52.39,,,
0.135,0.0889,-3.3506,0.0459,-2.1008,33.0532,2.7311,39.2,100114.0,,,,,,,,,,
0.14,,,,,,,,,9.092,9.993,-0.015,0.349,0.011,-0.91,52.896,,,
0.145,0.0762,-3.394,0.0361,-2.521,34.8739,2.6611,39.2,100207.0,,,,,,,,,,
0.15,,,,,,,,,9.622,9.992,-0.017,0.377,0.013,-0.91,53.02,,,
0.155,0.1362,-3.3809,-0.0063,-3.6415,38.3754,2.9412,39.2,100057.0,,,,,,,,,,
0.16,,,,,,,,,10.167,9.991,-0.019,0.407,0.015,-2.09,54.528,,,
0.165,0.1123,-3.4346,0.04,-2.451,33.7535,3.2913,39.2,100140.0,,,,,,,,,,
0.17,,,,,,,,,10.713,9.99,-0.022,0.44,0.018,-0.91,54.718,39.3900032043457,-8.289538383483887,12.0
0.175,0.0801,-3.4341,0.0444,-2.9412,36.4146,3.2213,39.2,99963.0,,,,,,,,,,
0.18,,,,,,,,,11.264,9.988,-0.024,0.469,0.02,-0.91,55.138,,,
0.185,0.1602,-3.4473,0.0127,-3.0812,39.4958,2.381,39.2,100028.0,,,,,,,,,,
0.19,,,,,,,,,11.821,9.987,-0.026,0.501,0.023,-0.91,55.673,,,
0.195,0.0244,-3.4697,0.0205,-2.381,36.6947,3.5714,39.2,100084.0,,,,,,,,,,
0.2,,,,,,,,,12.383,9.985,-0.028,0.535,0.024,-0.58,56.264,,,
0.205,0.0723,-3.4771,0.043,-3.1513,35.9944,2.381,39.2,100032.0,,,,,,,,,,
0.21,,,,,,,,,12.948,9.983,-0.03,0.566,0.027,-0.58,56.522,,,
0.215,0.1177,-3.4902,0.0474,-2.8011,33.1232,2.0308,39.2,100175.0,,,,,,,,,,
0.22,,,,,,,,,13.52,9.982,-0.033,0.597,0.029,0.43,57.305,,,
0.225,0.1445,-3.5117,-0.019,-3.8515,34.8039,2.591,39.2,100052.0,,,,,,,,,,
0.23,,,,,,,,,14.093,9.98,-0.035,0.626,0.031,0.43,57.314,,,
0.235,0.0752,-3.5342,-0.063,-4.902,36.9048,3.7815,39.2,99987.0,,,,,,,,,,
0.24,,,,,,,,,14.668,9.978,-0.038,0.656,0.033,2.7,57.562,,,
0.245,0.1401,-3.5171,0.0825,-3.3613,27.6611,2.9412,39.2,100113.0,,,,,,,,,,
0.25,,,,,,,,,15.248,9.976,-0.042,0.688,0.036,3.12,58.001,,,
0.255,0.2061,-3.5332,0.0938,-3.0112,10.4342,0.1401,39.2,100047.0,,,,,,,,,,
0.26,,,,,,,,,15.829,9.974,-0.045,0.711,0.038,3.12,58.144,,,
0.265,0.1929,-3.5801,0.0029,-2.521,9.7339,1.4706,39.2,100069.0,,,,,,,,,,
0.27,,,,,,,,,16.412,9.973,-0.047,0.72,0.038,3.54,58.402,,,
0.275,0.0908,-3.606,0.0063,-1.4006,3.5014,0.9104,39.2,100013.0,,,,,,,,,,
0.28,,,,,,,,,17.0,9.973,-0.049,0.728,0.039,3.12,58.822,,,
0.285,0.25,-3.6035,0.0278,-1.7507,4.902,1.4706,39.2,100033.0,,,,,,,,,,
0.29,,,,,,,,,17.589,9.973,-0.05,0.731,0.039,3.12,58.927,,,
0.295,0.4536,-3.6162,0.105,-2.591,-7.6331,3.6415,39.2,100024.0,,,,,,,,,,
0.3,,,,,,,,,18.181,9.972,-0.052,0.735,0.04,3.54,59.242,,,
0.305,0.0186,-3.6958,-0.1104,-3.1513,-13.7955,6.1625,39.2,100061.0,,,,,,,,,,
0.31,,,,,,,,,18.773,9.973,-0.054,0.728,0.043,3.54,59.261,,,
0.315,0.0288,-3.6768,-0.0669,-4.0616,-7.0028,5.5322,39.2,100120.0,,,,,,,,,,
0.32,,,,,,,,,19.375,9.974,-0.056,0.715,0.049,3.54,60.158,,,
0.325,0.2563,-3.6851,0.0586,-2.7311,-3.9216,5.2521,39.2,100058.0,,,,,,,,,,
0.33,,,,,,,,,19.98,9.974,-0.059,0.709,0.053,3.54,60.616,,,
0.335,0.0786,-3.7231,0.1587,-2.3109,-4.6218,7.9132,39.2,100097.0,,,,,,,,,,
0.34,,,,,,,,,20.587,9.974,-0.061,0.705,0.058,2.62,60.664,,,
0.345,0.1465,-3.7173,-0.0664,-5.112,-8.4034,6.1625,39.2,100025.0,,,,,,,,,,
0.35,,,,,,,,,21.195,9.974,-0.062,0.701,0.065,2.62,60.864,,,
0.355,0.2534,-3.7388,0.0088,-2.381,-21.2885,4.4818,39.2,100000.0,,,,,,,,,,
0.36,,,,,,,,,21.815,9.975,-0.066,0.693,0.07,2.62,62.047,,,
0.365,0.1572,-3.7827,0.1724,-0.9804,-27.521,6.3725,39.2,100038.0,,,,,,,,,,
0.37,,,,,,,,,22.436,9.976,-0.067,0.674,0.074,4.72,62.21,39.38999938964844,-8.289535522460938,12.0
0.375,0.0483,-3.7686,-0.0361,-4.6218,-26.3305,6.5126,39.2,100056.0,,,,,,,,,,
0.38,,,,,,,,,23.06,9.978,-0.067,0.65,0.079,4.3,62.419,,,
0.385,0.2295,-3.7715,-0.0181,-3.2913,-36.7647,-0.07,39.2,100034.0,,,,,,,,,,
0.39,,,,,,,,,23.688,9.979,-0.071,0.627,0.085,2.79,62.839,,,
0.395,0.3672,-3.7866,0.0488,-2.2409,-31.8627,-0.7003,39.2,100030.0,,,,,,,,,,
0.4,,,,,,,,,24.317,9.981,-0.073,0.594,0.085,2.79,62.954,,,
0.405,0.2983,-3.8145,0.1865,-2.3109,-35.9944,2.7311,39.2,100022.0,,,,,,,,,,
0.41,,,,,,,,,24.949,9.983,-0.075,0.566,0.084,4.3,63.259,,,
0.415,-0.0215,-3.832,0.103,-4.7619,-45.028,3.1513,39.2,100017.0,,,,,,,,,,
0.42,,,,,,,,,25.587,9.985,-0.076,0.534,0.087,4.64,63.841,,,
0.425,0.1548,-3.8291,-0.1104,-6.5126,-62.605,-2.591,39.2,100019.0,,,,,,,,,,
0.43,,,,,,,,,26.225,9.987,-0.08,0.495,0.089,4.97,63.899,,,
0.435,0.0713,-3.8594,0.0381,-2.6611,-72.619,-2.2409,39.2,99990.0,,,,,,,,,,
0.44,,,,,,,,,26.866,9.989,-0.085,0.44,0.088,5.4,64.118,,,
0.445,0.1196,-3.8438,0.0879,-3.3613,-75.2801,-3.9216,39.2,99990.0,,,,,,,,,,
0.45,,,,,,,,,27.508,9.992,-0.087,0.376,0.086,5.65,64.194,,,
0.455,0.1499,-3.8428,0.0967,-3.0112,-75.2101,-5.5322,39.2,99981.0,,,,,,,,,,
0.46,,,,,,,,,28.154,9.994,-0.089,0.31,0.083,5.65,64.738,,,
0.465,0.4321,-3.8213,-0.1533,-4.3417,-67.2969,-5.8123,39.2,99992.0,,,,,,,,,,
0.47,,,,,,,,,28.804,9.996,-0.091,0.244,0.078,5.9,65.025,,,
0.475,0.1953,-3.8706,0.1768,-0.3501,-71.0084,2.2409,39.2,99968.0,,,,,,,,,,
0.48,,,,,,,,,29.454,9.997,-0.094,0.185,0.074,6.07,65.025,,,
0.485,0.145,-3.8555,0.0386,-1.6106,-91.5966,-2.451,39.2,99986.0,,,,,,,,,,
0.49,,,,,,,,,30.104,9.998,-0.094,0.123,0.076,8.17,65.082,,,
0.495,0.2554,-3.8638,0.0806,-2.0308,-112.8151,-2.381,39.2,99997.0,,,,,,,,,,
0.5,,,,,,,,,30.757,9.999,-0.094,0.042,0.074,8.34,65.292,,,
0.505,0.2769,-3.8896,0.1094,0.5602,-121.3585,0.7703,39.2,99984.0,,,,,,,,,,
0.51,,,,,,,,,31.41,9.999,-0.095,-0.055,0.073,8.34,65.311,,,
0.515,-0.0913,-3.9219,0.0024,-1.7507,-115.2661,3.7115,39.2,99983.0,,,,,,,,,,
0.52,,,,,,,,,32.065,9.997,-0.094,-0.162,0.074,8.34,65.54,,,
0.525,-0.2935,-3.9258,-0.2617,-4.1317,-103.5714,1.7507,39.2,99946.0,,,,,,,,,,
0.53,,,,,,,,,32.72,9.995,-0.095,-0.263,0.078,8.67,65.616,,,
0.535,0.5591,-3.9243,0.0234,1.5406,-88.9356,-13.8655,39.2,99976.0,,,,,,,,,,
0.54,,,,,,,,,33.377,9.992,-0.097,-0.353,0.08,8.84,65.702,,,
0.545,0.2329,-3.9497,0.1636,1.9608,-87.6751,-3.5014,39.2,99963.0,,,,,,,,,,
0.55,,,,,,,,,34.035,9.989,-0.095,-0.431,0.068,8.93,65.836,,,
0.555,0.104,-3.9287,0.2886,0.2101,-93.4174,-3.8515,39.2,99936.0,,,,,,,,,,
0.56,,,,,,,,,34.696,9.986,-0.092,-0.508,0.065,8.93,66.208,,,
0.565,0.1982,-3.9595,0.1665,-1.6807,-98.3193,-7.9832,39.2,99984.0,,,,,,,,,,
0.57,,,,,,,,,35.364,9.981,-0.091,-0.59,0.063,9.52,66.838,39.38999557495117,-8.289525985717773,12.0
0.575,-0.0723,-3.9644,-0.2046,-3.3613,-97.0588,-5.042,39.2,99926.0,,,,,,,,,,
0.58,,,,,,,,,36.032,9.976,-0.091,-0.676,0.056,8.93,66.886,,,
0.585,-0.3057,-4.021,-0.1768,-0.2801,-97.9692,-6.0224,39.2,99923.0,,,,,,,,,,
0.59,,,,,,,,,36.701,9.97,-0.093,-0.761,0.052,9.52,66.914,,,
