ts,height,velocity,acceleration
-0.76,-0.11914441734552383,0.021679602563381195,-0.01870402693748474
-0.75,-0.09749554842710495,0.04376271367073059,-0.008616983890533447
-0.74,-0.07970227301120758,0.061632055789232254,-0.00833737850189209
-0.73,-0.06209833174943924,0.07912343740463257,-0.008063703775405884
-0.72,-0.044683557003736496,0.09624088555574417,-0.007795900106430054
-0.71,-0.02930826134979725,0.11107399314641953,-0.0075637102127075195
-0.7,-0.01747126877307892,0.12209545075893402,-0.007390916347503662
-0.69,-0.005768720991909504,0.1328655183315277,-0.0072220563888549805
-0.68,0.009168409742414951,0.1468721330165863,-0.007002830505371094
-0.67,0.0205681174993515,0.15707643330097198,-0.006842851638793945
-0.66,0.03183433413505554,0.16703864932060242,-0.006686657667160034
-0.65,0.046336155384778976,0.18024671077728271,-0.0064799487590789795
-0.64,0.06582854688167572,0.19848312437534332,-0.006194978952407837
-0.63,0.08510041236877441,0.21630555391311646,-0.005916506052017212
-0.62,0.10415218770503998,0.23371869325637817,-0.005644440650939941
-0.61,0.122984379529953,0.25072723627090454,-0.00537872314453125
-0.6,0.1310441642999649,0.25641798973083496,-0.005289286375045776
-0.59,0.1338169425725937,0.2566780745983124,0.004455864429473877
-0.58,0.14171460270881653,0.26243123412132263,0.02402624487876892
-0.57,0.14432919025421143,0.2627570927143097,0.03376689553260803
-0.56,0.14689293503761292,0.26293009519577026,0.024025022983551025
-0.55,0.14940492808818817,0.2628539204597473,0.004538595676422119
-0.54,0.15537455677986145,0.26635557413101196,0.004592418670654297
-0.53,0.16125622391700745,0.2697305381298065,0.004644244909286499
-0.52,0.16186875104904175,0.26761993765830994,0.004610657691955566
-0.51,0.16763077676296234,0.2710520625114441,0.024144858121871948
-0.5,0.1749659925699234,0.27607670426368713,0.0242193341255188
-0.49,0.18054169416427612,0.2790359556674957,0.00478014349937439
-0.48,0.18768976628780365,0.28359171748161316,0.004850327968597412
-0.47,0.19986331462860107,0.2933000922203064,0.00500074028968811
-0.46,0.20675542950630188,0.297445684671402,0.005064517259597778
-0.45,0.21188005805015564,0.29972049593925476,0.00509914755821228
-0.44,0.21692202985286713,0.3018866181373596,0.005132079124450684
-0.43,0.22354891896247864,0.30567029118537903,0.0051901936531066895
-0.42,0.22841021418571472,0.3075888454914093,0.005219250917434692
-0.41,0.23319025337696075,0.3093068599700928,-0.004495084285736084
-0.4,0.2463703751564026,0.3196975588798523,-0.0043325722217559814
-0.39,0.2509012222290039,0.32103440165519714,-0.004311084747314453
-0.38,0.24848103523254395,0.31516650319099426,-0.00440177321434021
-0.37,0.24605292081832886,0.30935022234916687,-0.004491657018661499
-0.36,0.24361804127693176,0.3036831319332123,0.005161076784133911
-0.35,0.24104095995426178,0.29802361130714417,0.0148124098777771
-0.34,0.23682035505771637,0.29072144627571106,0.014696389436721802
-0.33,0.23425552248954773,0.2852065861225128,0.014608234167098999
-0.32,0.2316891849040985,0.2797463834285736,0.01452094316482544
-0.31,0.2206115573644638,0.26543962955474854,0.004555642604827881
-0.3,0.21813100576400757,0.2602695822715759,0.014214694499969482
-0.29,0.2259669452905655,0.2659219205379486,0.024041712284088135
-0.28,0.233697772026062,0.2714078724384308,0.024123400449752808
-0.27,0.24136246740818024,0.2768663763999939,0.03394395112991333
-0.26,0.2541646957397461,0.28777796030044556,0.0535891056060791
-0.25,0.26681017875671387,0.29812541604042053,0.02452203631401062
-0.24,0.2808612585067749,0.3098215162754059,0.0247003436088562
-0.23,0.2947391867637634,0.32121923565864563,0.024873971939086914
-0.22,0.308445006608963,0.33241963386535645,0.03478381037712097
-0.21,0.31676217913627625,0.3379310667514801,0.034864217042922974
-0.2,0.32496923208236694,0.3445322513580322,0.1615859866142273
-0.19,0.3347143232822418,0.35217249393463135,0.11297845840454102
-0.18,0.3426870107650757,0.35712578892707825,0.03511491417884827
-0.17,0.35047993063926697,0.3611641526222229,-0.03300952911376953
-0.16,0.34438467025756836,0.35147199034690857,0.03502655029296875
-0.15,0.33832308650016785,0.34268873929977417,0.11280742287635803
-0.14,0.3322995901107788,0.3340342342853546,0.11265510320663452
-0.13,0.32984718680381775,0.32984060049057007,0.18075412511825562
-0.12,0.3376486301422119,0.33678191900253296,0.22953540086746216
-0.11,0.347063809633255,0.3453216552734375,0.2296326458454132
-0.1,0.3580934703350067,0.36591094732284546,1.2818691730499268
-0.09,0.3746700584888458,0.4403870701789856,6.143233299255371
-0.08,0.4262606203556061,0.6038146615028381,11.521462440490723
-0.07,0.4941284656524658,0.8689427375793457,20.22187614440918
-0.06,0.6269998550415039,1.25247061252594,25.64029884338379
-0.05,1.0622837543487549,2.0173022747039795,32.92421340942383
-0.04,1.8402663469314575,3.164487600326538,36.52137756347656
-0.03,2.8869247436523438,4.655606269836426,44.350624084472656
-0.02,3.9271368980407715,6.202323913574219,52.1600341796875
-0.01,4.961604595184326,7.809924125671387,60.485416412353516
0.0,5.9915595054626465,9.584102630615234,79.37056732177734
0.01,6.097000598907471,10.49895191192627,91.47962951660156
0.02,6.209571838378906,11.413812637329102,91.47962951660156
0.03,6.32912015914917,12.328636169433594,91.47962951660156
0.04,6.456780910491943,13.243424415588379,91.47962951660156
0.05,6.593471050262451,14.158203125,91.47962951660156
0.06,6.738931179046631,15.013839721679688,85.56635284423828
0.07,6.892930030822754,15.869470596313477,85.56635284423828
0.08,7.055400371551514,16.725086212158203,85.56635284423828
0.09,7.2264723777771,17.580699920654297,85.56635284423828
0.1,7.406136512756348,18.436311721801758,85.56635284423828
0.11,7.594302654266357,19.28558349609375,84.93313598632812
