ts,latitude,longitude,satellites
-0.72,39.38992691040039,-8.28974437713623,12
-0.32,39.38992691040039,-8.28974437713623,12
-0.12,39.38992691040039,-8.28974437713623,12
0.08,39.38992691040039,-8.28974437713623,12
0.28,39.38992691040039,-8.289740562438965,12
0.58,39.389923095703125,-8.289734840393066,12
0.68,39.38991928100586,-8.289728164672852,12
0.78,39.38991928100586,-8.289728164672852,12
0.88,39.38991928100586,-8.289721488952637,12
0.98,39.38991928100586,-8.289721488952637,12
1.08,39.38991928100586,-8.289712905883789,12
1.18,39.38991928100586,-8.289712905883789,12
1.28,39.389923095703125,-8.289703369140625,12
1.68,39.389930725097656,-8.28968334197998,12
1.78,39.389930725097656,-8.28968334197998,12
1.88,39.38993835449219,-8.289667129516602,12
1.98,39.38994598388672,-8.289652824401855,12
2.28,39.389949798583984,-8.289637565612793,12
2.58,39.389957427978516,-8.289621353149414,12
2.68,39.38996124267578,-8.289604187011719,12
2.78,39.38996124267578,-8.289604187011719,10
2.88,39.38996887207031,-8.289587020874023,10
2.98,39.38997268676758,-8.289572715759277,12
3.18,39.38997268676758,-8.289572715759277,9
3.28,39.389976501464844,-8.289557456970215,9
3.58,39.389984130859375,-8.289543151855469,9
3.78,39.389991760253906,-8.289508819580078,9
3.88,39.38999938964844,-8.289491653442383,9
3.98,39.38999938964844,-8.289491653442383,9
4.08,39.39000701904297,-8.289473533630371,9
4.28,39.3900146484375,-8.28945541381836,11
5.48,39.390018463134766,-8.289438247680664,10
6.18,39.390018463134766,-8.289438247680664,0
18.88,39.388790130615234,-8.28682804107666,11
19.08,39.3887825012207,-8.286797523498535,11
19.28,39.38877487182617,-8.286764144897461,12
19.78,39.38875198364258,-8.286697387695312,12
19.98,39.38874053955078,-8.286661148071289,12
20.08,39.38872528076172,-8.286624908447266,12
20.28,39.38871383666992,-8.286587715148926,12
20.58,39.38871383666992,-8.286587715148926,12
20.68,39.38867950439453,-8.286515235900879,0
20.88,39.38866424560547,-8.286474227905273,12
