ts,height,velocity,acceleration
-0.75,-0.1215546503663063,-0.18469661474227905,-0.01007091999053955
-0.74,-0.12051218748092651,-0.18180757761001587,-0.01002436876296997
-0.73,-0.11946277320384979,-0.1789407879114151,-0.009978160262107849
-0.72,-0.1217740848660469,-0.1795799881219864,-0.00998656451702118
-0.71,-0.12750664353370667,-0.18375205993652344,-0.010049968957901001
-0.7,-0.12970079481601715,-0.18431343138217926,-0.019345447421073914
-0.69,-0.12672016024589539,-0.1795155256986618,-0.019267722964286804
-0.68,-0.11509138345718384,-0.16563481092453003,-0.00047104060649871826
-0.67,-0.11222559958696365,-0.16086876392364502,0.008890584111213684
-0.66,-0.10600557923316956,-0.15268123149871826,0.009016692638397217
-0.65,-0.09983273595571518,-0.1446259468793869,0.00914071500301361
-0.64,-0.10220900177955627,-0.145497128367424,0.0091257244348526
-0.63,-0.10288240760564804,-0.14459778368473053,0.009138301014900208
-0.62,-0.09669479727745056,-0.1367020457983017,-2.7507543563842773e-05
-0.61,-0.0905565470457077,-0.12893785536289215,9.340047836303711e-05
-0.6,-0.0896434485912323,-0.12675082683563232,-0.009161800146102905
-0.59,-0.09039145708084106,-0.1263045370578766,-0.009153425693511963
-0.58,-0.09111977368593216,-0.1258423924446106,-0.009144797921180725
-0.57,-0.10732801258563995,-0.14139950275421143,-0.009385615587234497
-0.56,-0.12335671484470367,-0.1566123366355896,-0.009621039032936096
-0.55,-0.12370683252811432,-0.15545004606246948,-0.009601444005966187
-0.54,-0.1395377516746521,-0.17031505703926086,-0.009831413626670837
-0.53,-0.15519008040428162,-0.18484380841255188,-0.01005612313747406
-0.52,-0.17066419124603271,-0.19904011487960815,-0.010275617241859436
-0.51,-0.18596047163009644,-0.21290777623653412,-0.01048995554447174
-0.5,-0.200921431183815,-0.2261023372411728,0.007882803678512573
-0.49,-0.20193658769130707,-0.22473502159118652,0.007902860641479492
-0.48,-0.19775250554084778,-0.21800284087657928,0.008006453514099121
-0.47,-0.19358815252780914,-0.21135970950126648,0.008108645677566528
-0.46,-0.19460906088352203,-0.2101486176252365,0.008126243948936462
-0.45,-0.19559764862060547,-0.2090088576078415,-0.0011446177959442139
-0.44,-0.19655437767505646,-0.20775532722473145,0.008162423968315125
-0.43,-0.197478786110878,-0.20638872683048248,0.01747073233127594
-0.42,-0.19849762320518494,-0.2048565298318863,0.045357704162597656
-0.41,-0.20120391249656677,-0.2053629755973816,0.017476916313171387
-0.4,-0.20385973155498505,-0.20581209659576416,0.017467200756072998
-0.39,-0.2064664661884308,-0.20639070868492126,-0.0011201649904251099
-0.38,-0.2121918797492981,-0.2101898193359375,-0.0011791437864303589
-0.37,-0.2298578917980194,-0.22630321979522705,-0.0014298707246780396
-0.36,-0.24732181429862976,-0.2424129843711853,-0.03883463144302368
-0.35,-0.254167377948761,-0.24737343192100525,-0.038905829191207886
-0.34,-0.26092132925987244,-0.252188503742218,-0.03897474706172943
-0.33,-0.2659820020198822,-0.2552027404308319,-0.039015620946884155
-0.32,-0.2622588276863098,-0.24835962057113647,0.03540337085723877
-0.31,-0.26028332114219666,-0.24274738132953644,0.10050331056118011
-0.3,-0.2668589651584625,-0.24585415422916412,0.11901587247848511
-0.29,-0.2647605836391449,-0.23930895328521729,0.18411827087402344
-0.28,-0.26264017820358276,-0.23262305557727814,0.20277029275894165
-0.27,-0.25875425338745117,-0.22380946576595306,0.24002914130687714
-0.26,-0.2548538148403168,-0.2134999781847,0.3980533182621002
-0.25,-0.25091591477394104,-0.1999303549528122,0.7325831651687622
-0.24,-0.24865230917930603,-0.18518254160881042,1.0392134189605713
-0.23,-0.2462601363658905,-0.16426165401935577,1.6616950035095215
-0.22,-0.24374240636825562,-0.13566356897354126,2.442101240158081
-0.21,-0.22894306480884552,-0.0929914116859436,2.609574794769287
-0.2,-0.2139919400215149,-0.04311534762382507,3.362299919128418
-0.19,-0.1953769326210022,0.019649077206850052,4.328740119934082
-0.18,-0.17994706332683563,0.08161424100399017,4.644834041595459
-0.17,-0.16075152158737183,0.15506163239479065,5.471915245056152
-0.16,-0.14119459688663483,0.2352420538663864,6.187512397766113
-0.15,-0.12118498980998993,0.32883429527282715,7.571967124938965
-0.14,-0.10060742497444153,0.4344325363636017,8.817070007324219
-0.13,-0.07418183982372284,0.563751757144928,10.703239440917969
-0.12,-0.04693695902824402,0.7116220593452454,12.617269515991211
-0.11,-0.018678748980164528,0.8839669823646545,15.125837326049805
-0.1,0.01080586202442646,1.079552173614502,17.513629913330078
-0.09,0.04172758758068085,1.3000186681747437,20.06862449645996
-0.08,0.0740734115242958,1.549161672592163,23.0323543548584
-0.07,0.10840971767902374,1.840948224067688,27.370960235595703
-0.06,0.14492735266685486,2.137335777282715,27.9100341796875
-0.05,0.18367087841033936,2.447287082672119,29.350204467773438
-0.04,0.22474892437458038,2.775117874145508,31.22698402404785
-0.03,0.29959604144096375,3.2347676753997803,41.30711364746094
-0.02,0.412519633769989,3.8912532329559326,57.61191940307617
-0.01,0.529810905456543,4.596214771270752,62.71321105957031
0.0,0.6563694477081299,5.320765018463135,64.45164489746094
0.01,0.713428258895874,5.997800350189209,67.70306396484375
0.02,0.7773167490959167,6.679951190948486,68.2140121459961
0.03,0.8480367064476013,7.36210823059082,68.2140121459961
0.04,0.9257979393005371,8.089882850646973,72.7752914428711
0.05,1.0108280181884766,8.817663192749023,72.7752914428711
0.06,1.103126049041748,9.545449256896973,72.7752914428711
0.07,1.202720284461975,10.283456802368164,73.79715728759766
0.08,1.3097342252731323,11.01469612121582,73.11901092529297
