ts,latitude,longitude,satellites
161.57,39.395870208740234,-8.277069091796875,7
161.67,39.395870208740234,-8.277069091796875,7
161.77,39.39588165283203,-8.277056694030762,7
162.17,39.39590835571289,-8.277031898498535,7
162.37,39.39591979980469,-8.277023315429688,7
162.57,39.39593505859375,-8.277018547058105,7
162.77,39.39594650268555,-8.27701187133789,7
163.17,39.39597702026367,-8.276997566223145,7
163.37,39.39598846435547,-8.276989936828613,7
163.57,39.39599609375,-8.276979446411133,7
163.67,39.39599609375,-8.276979446411133,7
163.77,39.39600372314453,-8.276971817016602,7
164.17,39.39602279663086,-8.276958465576172,7
164.37,39.39603805541992,-8.276948928833008,7
164.57,39.39604949951172,-8.276939392089844,7
164.77,39.39606475830078,-8.276930809020996,7
165.17,39.396087646484375,-8.276910781860352,7
165.37,39.39610290527344,-8.276902198791504,7
165.57,39.396114349365234,-8.276897430419922,7
165.67,39.396114349365234,-8.276897430419922,7
165.77,39.39612579345703,-8.276890754699707,7
166.17,39.39615249633789,-8.276878356933594,7
166.37,39.39615249633789,-8.276878356933594,7
166.47,39.39616394042969,-8.276871681213379,7
166.57,39.396175384521484,-8.276866912841797,7
166.77,39.39618682861328,-8.276860237121582,7
166.97,39.39618682861328,-8.276860237121582,7
167.17,39.39620590209961,-8.276849746704102,7
167.37,39.39621353149414,-8.27684211730957,7
167.57,39.39622116088867,-8.276834487915039,7
167.67,39.39622116088867,-8.276834487915039,7
167.77,39.39623260498047,-8.276825904846191,7
168.17,39.3962516784668,-8.276808738708496,7
168.37,39.396263122558594,-8.276800155639648,7
168.57,39.39627456665039,-8.276792526245117,7
168.77,39.39628982543945,-8.276785850524902,7
169.17,39.39631271362305,-8.276776313781738,7
169.37,39.396324157714844,-8.276771545410156,7
169.57,39.396331787109375,-8.276769638061523,7
169.77,39.396339416503906,-8.276764869689941,7
170.17,39.396358489990234,-8.276753425598145,7
170.37,39.396366119384766,-8.276744842529297,7
170.57,39.39637756347656,-8.276737213134766,7
170.77,39.39638900756836,-8.276729583740234,7
171.17,39.39641189575195,-8.276718139648438,7
